"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"2019","4","A","골목상권","1000249","봉우재로33길","123","","3","","2","7","1","1","","","","","","1","6","","","1","3","18"
"2019","4","A","골목상권","1000250","봉화산로30길","87","4","1","","1","9","4","2","1","","","","","","1","","","","2","17"
"2019","4","A","골목상권","1000251","봉화산로4길","127","5","4","","","14","2","","1","","","","1","","1","","","","2","29"
"2019","4","A","골목상권","1000252","봉화산로56길","133","4","2","","1","12","2","3","","1","","","1","","","","","","","21"
"2019","4","A","골목상권","1000253","사가정로42길","78","3","1","","","4","1","","","","","","2","","5","","","","","14"
"2019","4","A","골목상권","1000254","사가정로54길","160","3","3","","1","16","3","1","","","","","2","","7","","","","1","21"
"2019","4","A","골목상권","1000255","신내로7가길","88","1","","","1","4","2","2","2","1","","","","","1","","","","1","14"
"2019","4","A","골목상권","1000256","용마산로100길","102","1","1","1","","10","2","1","1","1","7","","1","1","3","","","","","20"
"2019","4","A","골목상권","1000257","용마산로112길","82","5","1","","2","8","2","1","1","","","","1","","2","","","","","18"
"2019","4","A","골목상권","1000258","용마산로118길","122","5","1","1","3","14","3","2","2","1","","","1","","2","","","","","31"
"2019","4","A","골목상권","1000259","용마산로94길","106","4","1","1","","7","1","1","","1","8","","","1","4","","","","","26"
"2019","4","A","골목상권","1000260","중랑천로10길","117","5","2","","1","11","2","2","","","","","2","1","4","","","","","21"
"2019","4","A","골목상권","1000261","길음로7길","105","2","3","","1","10","1","","","","","","","","1","","","","1","23"
"2019","4","A","골목상권","1000262","돌곶이로14길","65","","2","","","12","2","1","1","1","","","","","","","","","","11"
"2019","4","A","골목상권","1000263","돌곶이로22길","102","2","4","","1","16","2","1","","","","","","","1","","","","1","16"
"2019","4","A","골목상권","1000264","돌곶이로27길","99","5","2","","","12","2","2","","","3","","","1","1","","","","1","16"
"2019","4","A","골목상권","1000265","돌곶이로28길","101","4","2","","2","10","2","1","","","","","","","3","","","","1","22"
"2019","4","A","골목상권","1000266","돌곶이로41길","68","1","","","","5","2","1","","","","","","2","","","","","","28"
"2019","4","A","골목상권","1000267","돌곶이로8길","59","","2","","","8","","1","1","1","","","","","","","","","","14"
"2019","4","A","골목상권","1000268","동소문로13길","195","3","9","","1","16","5","2","2","1","","","1","","14","","","","1","36"
"2019","4","A","골목상권","1000269","동소문로15길","170","1","5","","1","14","2","2","","","","","2","","16","","","","1","24"
"2019","4","A","골목상권","1000270","동소문로26가길","195","2","5","2","2","19","2","2","3","2","9","","1","","20","","","","1","28"
"2019","4","A","골목상권","1000271","동소문로2길","124","2","6","","","15","1","","1","","","","1","","11","","","","1","24"
"2019","4","A","골목상권","1000272","동소문로6길","134","2","5","","","15","2","","1","","7","","1","1","13","","","","1","22"
"2019","4","A","골목상권","1000273","보국문로16길","115","4","5","","","9","1","","","2","10","","","","1","","","","","26"
"2019","4","A","골목상권","1000274","보문로13길","72","2","3","","2","7","3","2","1","1","","","1","","6","","","","","10"
"2019","4","A","골목상권","1000275","보문로26길","125","2","4","2","1","9","3","1","1","1","28","","","","3","","","","1","27"
"2019","4","A","골목상권","1000276","보문로31길","111","7","2","","","5","3","1","","1","","","","","16","","","","","22"
"2019","4","A","골목상권","1000277","보문로32길","114","5","2","2","1","10","1","","","","9","","","","24","","","","","22"
"2019","4","A","골목상권","1000278","삼선교로10길","141","3","6","","","14","2","1","1","1","20","","1","","6","","","","1","27"
"2019","4","A","골목상권","1000279","삼선교로10다길","85","2","1","","","4","2","1","1","1","28","","1","4","3","","","","","16"
"2019","4","A","골목상권","1000280","삼선교로16가길","90","4","1","","","2","3","2","1","2","20","","","","3","","","","","22"
"2019","4","A","골목상권","1000281","삼양로8길","150","4","2","1","3","17","4","1","","1","","","","","1","","","","1","40"
"2019","4","A","골목상권","1000282","성북로8길","136","2","4","","","10","3","","4","3","7","","2","1","11","","","","1","27"
"2019","4","A","골목상권","1000283","솔샘로6길","104","3","4","","","9","","","1","1","4","","","","5","","","","","31"
"2019","4","A","골목상권","1000284","아리랑로4길","183","1","4","","1","15","3","3","1","1","","","2","","10","","","","1","24"
"2019","4","A","골목상권","1000285","안암로5길","121","3","5","","2","8","2","2","1","1","19","","1","","8","","","","1","19"
"2019","4","A","골목상권","1000286","오패산로19길","154","2","5","","1","17","3","2","2","2","","","","","5","","","","","34"
"2019","4","A","골목상권","1000287","오패산로3길","105","4","3","","","11","1","2","1","1","","","","","2","","","","","23"
"2019","4","A","골목상권","1000288","오패산로4길","153","5","5","","","16","2","","","","9","","1","","8","","","","1","26"
"2019","4","A","골목상권","1000289","인촌로17가길","78","2","2","2","1","4","1","1","1","1","28","","","","3","","","","","18"
"2019","4","A","골목상권","1000290","인촌로1길","124","6","2","","","10","3","1","","1","","","","","19","","","","1","20"
"2019","4","A","골목상권","1000291","개운사길","133","1","5","3","2","8","","","1","1","51","","","1","17","","","","2","18"
"2019","4","A","골목상권","1000292","인촌로24길","161","2","6","3","3","11","","1","","","49","","","1","26","","","","2","23"
"2019","4","A","골목상권","1000293","인촌로5길","101","4","2","2","1","9","2","1","1","1","9","","","","11","","","","","25"
"2019","4","A","골목상권","1000294","인촌로6길","77","4","4","","2","8","2","1","","","","","1","","2","","","","1","12"
"2019","4","A","골목상권","1000295","장월로1길","100","4","2","","","6","2","1","1","","11","","","","5","","","","1","19"
"2019","4","A","골목상권","1000296","장위로50길","97","5","2","","2","6","2","2","1","","","","","","3","","","","","31"
"2019","4","A","골목상권","1000297","정릉로26길","102","4","4","","","11","1","2","","","","","","1","","","","","","30"
"2019","4","A","골목상권","1000298","정릉로27길","134","4","5","","","14","4","2","","","1","","","","2","","","","","34"
"2019","4","A","골목상권","1000299","정릉로8길","60","3","","","","1","","","2","1","13","","","1","2","","","","","15"
"2019","4","A","골목상권","1000300","종암로16길","111","3","1","","1","12","5","2","1","1","","","1","","1","","","","","18"
"2019","4","A","골목상권","1000301","종암로19길","122","4","1","","1","10","3","","","","","","","","","","","","","36"
"2019","4","A","골목상권","1000302","종암로21길","134","7","2","","","11","1","1","","","","","","","4","","","","","34"
"2019","4","A","골목상권","1000303","종암로24가길","109","6","1","","","13","4","","","","","","1","","","","","","","15"
"2019","4","A","골목상권","1000304","종암로5길","103","3","2","","","3","2","1","2","1","30","","","1","14","","","","1","21"
"2019","4","A","골목상권","1000305","지봉로20길","83","2","3","","2","7","5","1","","1","","","1","","1","","","","1","13"
"2019","4","A","골목상권","1000306","창경궁로43길","160","5","4","","","13","4","1","2","2","7","","3","2","16","","","","1","31"
"2019","4","A","골목상권","1000307","한천로101가길","95","3","","","","7","3","4","1","","","","2","2","","","","","","38"
"2019","4","A","골목상권","1000308","한천로76길","95","2","1","","1","12","1","1","1","1","","","","","1","","","","2","24"
"2019","4","A","골목상권","1000309","화랑로13길","119","3","4","","","10","2","1","","","11","","","","7","","","","1","20"
"2019","4","A","골목상권","1000310","화랑로14길","81","3","2","","","9","1","1","","","","","","","7","","","","1","11"
"2019","4","A","골목상권","1000311","화랑로19길","75","6","1","","","5","","2","1","","","","","","1","","","","1","16"
"2019","4","A","골목상권","1000312","화랑로1길","145","6","2","1","2","17","2","1","1","1","","","1","","5","","","","","29"
"2019","4","A","골목상권","1000313","화랑로32길","105","2","3","","","15","2","1","","","3","","","1","2","","","","1","12"
"2019","4","A","골목상권","1000314","화랑로40길","101","2","2","","2","12","1","2","","","","","","","3","","","","2","28"
"2019","4","A","골목상권","1000315","노해로17길","100","3","3","","1","17","2","1","","","","","","","8","","","","","19"
"2019","4","A","골목상권","1000316","노해로23길","63","1","2","","1","11","2","","1","","","","","","","","","","","14"
"2019","4","A","골목상권","1000317","노해로33길","86","4","2","","","10","2","1","1","","13","","","","2","","","","","24"
"2019","4","A","골목상권","1000318","덕릉로40길","58","4","","","","8","1","1","1","","1","","1","","2","","","","","23"
"2019","4","A","골목상권","1000319","덕릉로41길","206","6","6","1","2","17","1","1","1","","","","1","","9","","","","1","28"
"2019","4","A","골목상권","1000320","도봉로13길","94","3","3","","1","10","","2","1","1","","1","1","1","4","","","","1","19"
"2019","4","A","골목상권","1000321","도봉로18길","83","4","2","","1","5","2","2","","","","","2","","4","","","","","24"
"2019","4","A","골목상권","1000322","도봉로45길","122","6","4","","2","15","1","1","2","2","2","","4","","10","","","","1","12"
"2019","4","A","골목상권","1000323","도봉로67길","100","3","2","","1","13","2","1","1","1","2","","2","","3","","","","","9"
"2019","4","A","골목상권","1000324","도봉로76길","217","4","5","","3","18","1","","1","1","3","","2","","16","","","","1","25"
"2019","4","A","골목상권","1000325","도봉로8길","171","3","6","","2","20","1","1","1","1","","1","1","1","7","","","","1","32"
"2019","4","A","골목상권","1000326","도봉로99길","81","3","3","2","3","11","2","","1","","","","1","","3","","","","","21"
"2019","4","A","골목상권","1000327","삼각산로28길","149","6","5","","2","14","1","","","","","","","","5","","","","1","21"
"2019","4","A","골목상권","1000328","삼양로20길","46","1","","","","2","","3","1","2","","","","","","","","","","21"
"2019","4","A","골목상권","1000329","삼양로24길","104","2","3","","","11","","1","1","2","","","2","","","","","","","27"
"2019","4","A","골목상권","1000330","삼양로27길","129","3","3","","","14","1","2","1","1","","","2","","","","","","","27"
"2019","4","A","골목상권","1000331","삼양로41길","177","5","4","","1","22","2","2","2","2","","","1","","1","","","","","40"
"2019","4","A","골목상권","1000332","삼양로54길","102","5","3","","1","12","1","1","1","1","","","1","","3","","","","","18"
"2019","4","A","골목상권","1000333","삼양로77길","91","5","","","","7","1","1","1","1","","","","","","","","","","31"
"2019","4","A","골목상권","1000334","삼양로93길","68","4","","","1","10","1","1","","","","","1","","","","","","","21"
"2019","4","A","골목상권","1000335","솔매로41길","119","5","2","","2","18","1","1","1","1","2","","","","7","","","","1","13"
"2019","4","A","골목상권","1000336","솔매로45길","120","3","3","","2","19","1","1","1","1","2","","2","","5","","","","1","12"
